HARGA,ALAMAT,K_TIDUR,K_MANDI,L_TANAH,L_BANGUNAN,CARPORT,SERTIFIKAT,LISTRIK,LANTAI,TAHUN
675000000,Banguntapan,3,2,83,77,, SHM ,1300,2,2020
700000000,Kasihan,2,1,95,45,1, SHM ,1300,1,2018
875000000,Bantul,3,3,177,90,2, SHM ,1300,1,2015
622000000,Sedayu,3,2,117,60,, SHM ,1300,2,
365000000,Kasihan,2,1,79,37,1, SHM ,1300,1,2022
340000000,Kasihan,2,1,101,46,, SHM ,900,1,2020
975000000,Sedayu,2,1,120,50,, SHM ,,1,
850000000,Kasihan,5,4,340,250,2,SHM,2200,3,2020
580000000,Sewon,3,2,190,130,2,SHM,1300,1,2023
1600000000,Kasihan,3,2,120,110,2, SHM ,1300,,
486000000,Sedayu,2,1,103,40,, HGB ,1300,1,
367000000,Kasihan,2,1,79,37,1, SHM ,1300,1,2022
200000000,Kasihan,3,2,170,130,5, SHM ,2200,1,2017
375000000,Pajangan,2,1,82,36,1, HGB ,1300,1,2022
350000000,Sedayu,2,1,82,46,1, SHM ,900,1,2022
600000000,Banguntapan,4,4,179,280,, HGB ,1300,3,2000
1400000000,Kasihan,3,2,110,72,, SHM ,1300,,
675000000,Banguntapan,,,,,,,,,
2200000000,Kasihan,4,3,140,227,1, SHM ,2200,2,
510000000,Sedayu,3,2,72,48,1, SHM ,1300,1,
200000000,Kasihan,10,10,117,227,2, SHM ,1300,2,
700000000,Plered,2,1,113,60,, SHM ,1300,,
455000000,Kasihan,2,1,83,44,1, SHM ,1300,1,2022
440000000,Banguntapan,2,1,100,70,1,SHM,1300,1,2021
1350000000,Banguntapan,2,1,386,100,, SHM ,,,
1700000000,Plered,9,7,650,200,, SHM ,,1,
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
750000000,Banguntapan,3,2,90,65,, SHM ,1300,1,2019
452000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
1000000000,Banguntapan,7,7,938,1000,, HGB ,17600,,
3100000000,Kasihan,4,4,317,195,, SHM ,,,
1400000000,Sewon,3,2,118,210,, SHM ,,1,
650000000,Sewon,2,1,98,52,, SHM ,1300,1,2021
777000000,Sewon,2,1,60,65,1, SHM ,1300,2,2022
300000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
1100000000,Banguntapan,10,5,115,200,, SHM ,,2,
535000000,Kasihan,2,1,110,54,1, SHM ,1300,1,2022
3700000000,Banguntapan,5,4,348,200,, SHM ,2200,1,
656000000,Sedayu,3,2,107,48,1, SHM ,2200,1,2022
1090000000,Banguntapan,3,2,91,100,1, SHM ,2200,2,
450000000,Kasihan,2,1,100,54,1, SHM ,1300,1,2022
215000000,Plered,2,1,60,30,1, SHM ,1300,1,2022
763000000,Sedayu,,,,,,,,,
230000000,Bantul,2,1,60,36,, HGB ,1300,1,
1900000000,Banguntapan,3,3,128,120,, SHM ,,2,2012
4200000000,Banguntapan,5,2,600,452,, SHM ,3500,1,1989
850000000,Banguntapan,4,2,240,150,, SHM ,,,2017
975000000,Banguntapan,3,2,75,130,1, SHM ,2200,2,
350000000,Sewon,2,1,80,45,1, SHM ,1300,1,2022
512000000,Sedayu,3,2,72,48,1, SHM ,1300,1,
240000000,Sedayu,2,1,119,30,1, SHM ,1300,1,2022
750000000,Banguntapan,3,2,123,76,1, SHM ,1300,1,2022
430000000,Bantul,2,1,86,45,1, SHM ,900,1,2022
1250000000,Banguntapan,4,2,119,107,, SHM ,,,2018
510000000,Kasihan,2,1,131,65,2, SHM ,900,1,2022
372000000,Kasihan,2,1,103,40,1, SHM ,1300,1,
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,
510000000,Sewon,3,2,130,90,1,SHM,1300,1,2020
890000000,Sewon,6,6,100,100,4, SHM ,2200,2,2021
850000000,Banguntapan,,,,,,,,,
800000000,Sedayu,,,,,,,,,
385000000,Piyungan,2,1,84,43,1, SHM ,1300,1,2022
890000000,Sewon,6,6,100,75,1, SHM ,1300,2,2022
520000000,Sewon,3,2,120,80,2,SHM,1300,1,2019
250000000,Pandak,2,1,80,40,1, SHM ,1300,1,2022
280000000,Pandak,2,1,82,45,1, SHM ,1300,1,2022
3290000000,Banguntapan,4,4,281,295,2, SHM ,2200,2,2022
1100000000,Jetis,3,2,133,115,99, SHM ,2200,2,2019
975000000,Banguntapan,3,2,75,130,1, SHM ,2200,2,2021
372000000,Kasihan,2,1,103,40,, SHM ,3300,1,
175000000,Bantul,2,1,60,30,1, SHM ,1300,1,2022
2200000000,Kasihan,14,14,287,287,, SHM ,4400,,
22500000000,Kasihan,16,8,1250,1000,10, SHM ,24000,,
640000000,Sewon,4,2,190,130,2,SHM,2200,1,2021
1400000000,Sewon,3,2,388,200,1, SHM ,2200,1,
750000000,Banguntapan,3,2,84,65,1, SHM ,1300,2,2022
315000000,Sedayu,2,1,80,45,1, SHM ,1300,1,2022
480000000,Sedayu,2,1,84,45,, SHM ,2200,1,2020
1500000000,Banguntapan,3,2,115,90,, SHM ,2020,,
365000000,Sedayu,2,1,83,40,1, SHM ,1300,1,
430000000,Sewon,2,1,85,55,1,SHM,1300,1,2020
299000000,Sedayu,2,1,72,36,1, HGB ,2200,1,2022
865000000,Kasihan,2,1,111,85,, SHM ,,1,
280000000,Bambanglipuro,2,1,100,36,1, SHM ,900,1,2022
330000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
315000000,Kasihan,2,1,80,40,1, SHM ,1300,1,2021
560000000,Kasihan,3,2,185,125,1,SHM,1300,1,2022
800000000,Banguntapan,4,3,300,200,2,SHM,2200,2,2021
475000000,Kasihan,2,2,66,108,1, SHM ,1300,1,2022
395000000,Banguntapan,2,1,72,36,1, SHM ,1300,1,2022
1700000000,Banguntapan,3,4,126,178,1, SHM ,2200,2,2019
835000000,Plered,3,2,90,76,1, SHM ,1300,2,2022
2250000000,Banguntapan,4,4,130,160,2, SHM ,4400,,
947000000,Kasihan,3,2,80,78,1, SHM ,2200,2,2022
499000000,Sedayu,3,1,84,52,1, SHM ,1300,1,
550000000,Sewon,3,2,80,75,, HGB ,1300,2,2021
699000000,Sewon,3,2,128,82,, SHM ,1300,2,2021
819000000,Piyungan,3,2,108,68,3, SHM ,2200,2,2021
350000000,Sewon,2,1,80,45,1, SHM ,900,1,2022
500000000,Sewon,12,9,1850,600,, SHM ,5500,1,2017
900000000,Banguntapan,,,,,,,,,
330000000,Sedayu,2,1,60,36,1, SHM ,1300,1,2022
1700000000,Kasihan,4,3,155,177,2, SHM ,,2,
350000000,Sedayu,2,1,96,36,1, SHM ,1300,1,
1350000000,Kasihan,7,2,395,260,, SHM ,,,
520000000,Kasihan,3,2,129,100,1, SHM ,1300,1,2022
1850000000,Sewon,3,2,143,184,, SHM ,,,2019
450000000,Sewon,2,2,105,65,1, SHM ,900,1,2022
1100000000,Banguntapan,10,5,115,200,, SHM ,,2,
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,
475000000,Sewon,2,1,91,89,1, SHM ,2200,1,2021
605000000,Sedayu,3,2,68,75,2,,,,
990000000,Sewon,2,2,124,110,1, SHM ,1300,1,2022
1200000000,Kasihan,9,5,1000,842,, HGB ,5500,,
890000000,Banguntapan,2,2,96,60,, SHM ,1300,1,2022
760000000,Kasihan,5,3,250,180,2,SHM,3500,2,2023
530000000,Piyungan,2,2,84,45,, SHM ,1300,2,2020
325000000,Kasihan,2,1,92,36,1, SHM ,1300,1,2022
400000000,Banguntapan,,,,,,,,,
1150000000,Bantul,4,2,120,107,, SHM ,1300,2,2019
850000000,Banguntapan,3,2,102,90,1, SHM ,1300,2,2022
975000000,Kasihan,5,3,173,134,, SHM ,,1,
2500000000,Sewon,,,,,,,,,
325000000,Kasihan,2,1,80,40,1, SHM ,1300,1,
485000000,Banguntapan,2,1,100,47,1, SHM ,1300,1,2022
1600000000,Banguntapan,3,2,100,140,1, HGB ,2200,2,2021
280000000,Sedayu,2,1,82,39,1, SHM ,1300,1,
1700000000,Bantul,5,4,100,180,1, SHM ,2200,2,
510000000,Sedayu,3,2,72,48,1, SHM ,1300,1,2022
495000000,Sewon,2,1,124,45,5, SHM ,1300,1,2022
399000000,Kasihan,3,1,90,60,1, SHM ,900,1,2022
282000000,Sedayu,2,1,64,32,1, HGB ,1300,1,2022
500000000,Kasihan,2,1,91,45,, SHM ,1300,1,
721000000,Sedayu,2,2,74,77,, HGB ,1300,1,2020
350000000,Bantul,2,1,75,36,1, SHM ,1300,1,2022
975000000,Kasihan,5,2,173,135,2, SHM ,900,,
760000000,Kasihan,5,3,250,180,2,SHM,3500,2,2023
391000000,Banguntapan,2,1,40,90,, SHM ,1300,1,2022
570000000,Banguntapan,3,2,120,80,1,SHM,1300,1,2023
975000000,Banguntapan,3,2,70,140,, SHM ,1300,2,
450000000,Banguntapan,2,1,60,36,1, SHM ,1300,1,2022
270000000,Sedayu,2,1,74,36,1, HGB ,1300,1,
550000000,Bantul,3,2,120,70,2, SHM ,900,1,2022
230000000,Bantul,2,1,60,30,1, SHM ,1300,1,2022
482000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
3500000000,Bantul,,,,,,,,,
610000000,Banguntapan,4,3,180,130,2,SHM,2200,2,2022
750000000,Sewon,3,2,80,65,1, SHM ,1300,2,2022
600000000,Piyungan,2,2,96,45,, SHM ,2200,2,2020
450000000,Banguntapan,2,1,60,36,1, SHM ,1300,1,2022
425000000,Sedayu,2,1,105,45,1, SHM ,1300,1,2022
622000000,Sedayu,3,2,117,60,, SHM ,1300,2,
385000000,Sedayu,2,1,73,40,1, SHM ,1300,1,2022
275000000,Pandak,2,1,105,45,1, SHM ,1300,1,2022
814000000,Banguntapan,3,2,90,76,1, SHM ,2200,2,2022
180000000,Pajangan,1,,60,36,, SHM ,,,
365000000,Piyungan,,,,,,,,,
275000000,Sedayu,2,1,70,36,, SHM ,,,
370000000,Kasihan,2,1,80,52,, SHM ,900,1,2022
947000000,Kasihan,3,2,80,78,1, SHM ,2200,2,
512000000,Sedayu,3,2,72,48,1, SHM ,1300,1,
464000000,Sedayu,2,1,95,40,, HGB ,1300,1,
399000000,Sedayu,2,1,96,36,, SHM ,1300,,
299000000,Sedayu,2,1,72,36,1, SHM ,2200,1,2022
495000000,Bantul,2,1,124,45,3, SHM ,1300,1,2022
550000000,Jetis,2,2,90,136,1, SHM ,900,1,
375000000,Bantul,2,1,82,36,1, SHM ,1300,1,2022
452000000,Piyungan,2,1,72,40,1, SHM ,1300,1,2021
2300000000,Banguntapan,5,4,110,300,, SHM ,2200,,
363000000,Sedayu,2,1,80,36,1, SHM ,1300,1,2022
350000000,Sewon,2,1,75,45,1, SHM ,1300,1,
450000000,Banguntapan,2,1,100,70,1,SHM,1300,1,2021
370000000,Banguntapan,2,1,90,43,1, SHM ,1300,1,2022
1450000000,Banguntapan,,,,,,,,,
435000000,Sedayu,2,1,75,40,1, SHM ,1300,1,2022
350000000,Sewon,2,1,80,45,1, SHM ,1300,1,2022
345000000,Sedayu,2,1,72,36,1, HGB ,1300,1,2022
880000000,Kasihan,2,1,107,50,, HGB ,1300,1,2014
482000000,Piyungan,,,,,,,,,
370000000,Kasihan,2,1,52,80,1, SHM ,900,1,
450000000,Kasihan,2,1,106,55,, SHM ,1300,1,2020
650000000,Sewon,2,1,116,45,, SHM ,1300,1,
210000000,Pajangan,2,1,60,39,1, HGB ,1300,1,2022
800000000,Sewon,2,2,112,120,, SHM ,1300,1,
1500000000,Banguntapan,2,2,175,120,1, SHM ,,1,
550000000,Banguntapan,3,2,140,95,1,SHM,1300,1,2023
980000000,Kasihan,3,2,104,91,1, SHM ,3500,2,
784000000,Banguntapan,3,2,83,70,2, SHM ,2200,2,2022
200000000,Kasihan,10,10,117,227,1, SHM ,,2,
230000000,Bantul,2,1,60,30,1, HGB ,900,1,2022
1700000000,Banguntapan,3,2,157,130,, SHM ,,,2017
850000000,Kasihan,5,4,340,250,2,SHM,2200,3,2020
1300000000,Bantul,3,2,135,125,1, SHM ,,1,
650000000,Kasihan,3,2,58,70,1, SHM ,1300,2,
1100000000,Banguntapan,,,91,100,, SHM ,,1,
535000000,Sedayu,2,1,109,45,1, SHM ,5500,1,2018
324000000,Sedayu,2,1,80,45,1, SHM ,1300,1,2022
1390000000,Sewon,5,3,174,150,2, SHM ,2200,1,
270000000,Sedayu,2,1,80,36,1, SHM ,1300,1,
185000000,Pandak,2,1,60,30,1, SHM ,1300,1,2022
1900000000,Kasihan,4,2,169,169,, SHM ,2200,2,2000
2200000000,Kasihan,14,14,287,287,1, SHM ,,2,
9500000000,Sewon,4,3,1402,600,1, SHM ,6600,,
1700000000,Sewon,,,,,,,,,
478000000,Sedayu,2,1,83,45,, SHM ,2200,1,2020
895000000,Banguntapan,3,2,96,58,1, SHM ,1300,1,2022
505000000,Plered,2,2,127,90,, SHM ,,1,
499000000,Kasihan,2,1,95,50,1, SHM ,1300,1,
750000000,Plered,3,2,80,74,1, SHM ,1300,2,
500000000,Kasihan,4,4,204,300,, HGB ,2200,,
499000000,Sewon,4,2,180,150,, SHM ,1300,2,2018
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,
390000000,Sedayu,2,1,102,45,1, SHM ,1300,1,2022
839000000,Banguntapan,3,2,90,76,, SHM ,2200,2,2022
350000000,Sewon,2,1,80,45,1, SHM ,900,1,2022
785000000,Kasihan,3,2,83,70,1, SHM ,2200,2,2022
650000000,Kasihan,2,2,89,45,1, SHM ,1300,1,2019
372000000,Kasihan,2,1,103,40,, SHM ,1300,1,
350000000,Sewon,2,1,75,45,1, SHM ,1300,1,
385000000,Bantul,2,1,73,45,1, SHM ,1300,1,
699000000,Sewon,,,,,,,,,
372000000,Kasihan,2,1,103,40,, SHM ,1300,1,
385000000,Sedayu,2,1,80,36,, HGB ,1300,1,
470000000,Banguntapan,2,1,94,45,1, SHM ,1300,1,
9500000000,Sewon,,,,,,,,,
330000000,Sedayu,2,1,60,36,1, SHM ,1300,1,2022
175000000,Pandak,2,1,60,30,1, HGB ,900,1,2022
250000000,Pajangan,2,1,72,36,1, SHM ,1300,1,
595000000,Plered,2,1,81,42,, HGB ,1300,1,
958000000,Kasihan,3,2,78,80,1, SHM ,2200,2,2022
685000000,Banguntapan,3,2,120,70,2, SHM ,,1,
195000000,Plered,2,1,60,30,1, HGB ,1300,1,2022
500000000,Bantul,,,138,90,, SHM ,,1,
425000000,Banguntapan,2,1,77,50,1, SHM ,1300,1,2021
367000000,Kasihan,2,1,100,45,1, SHM ,1300,1,2022
299000000,Sedayu,2,1,72,36,1, HGB ,1300,1,2022
2500000000,Kasihan,5,4,185,150,, HGB ,,1,
540000000,Sewon,3,2,130,90,1,SHM,1300,1,2022
475000000,Bantul,3,3,120,80,, SHM ,1300,1,2021
1350000000,Kasihan,4,4,96,96,1, HGB ,3500,2,
482000000,Piyungan,2,1,73,40,1, SHM ,1300,1,2022
370000000,Kasihan,2,1,73,45,1, SHM ,,1,
310000000,Kasihan,2,1,84,36,1, SHM ,900,1,2022
270000000,Sedayu,2,1,74,36,1, HGB ,1300,1,2022
550000000,Kasihan,3,2,120,90,1,SHM,2200,1,2022
920000000,Banguntapan,3,2,97,160,, SHM ,2200,2,
395000000,Banguntapan,2,1,72,36,1, SHM ,1300,1,2022
385000000,Sedayu,,,73,40,2, SHM ,,1,
270000000,Sedayu,2,1,74,36,1, HGB ,1300,1,2022
2700000000,Sewon,4,4,200,158,, SHM ,,1,
372000000,Kasihan,2,1,103,40,1, SHM ,1300,1,2022
550000000,Sewon,3,2,80,75,, HGB ,1300,2,2020
299000000,Sedayu,2,1,91,36,1, SHM ,900,1,2022
1100000000,Banguntapan,3,2,110,60,1, SHM ,2200,1,2020
255000000,Pajangan,2,1,60,30,1, SHM ,1300,1,2022
1550000000,Banguntapan,3,3,120,90,2, SHM ,3500,2,2022
932000000,Sedayu,3,3,75,120,1, SHM ,2200,3,2022
330000000,Sedayu,2,1,60,36,1, SHM ,1300,1,2022
200000000,Kasihan,11,11,256,400,2, SHM ,2200,2,2021
230000000,Bantul,2,1,60,30,1, HGB ,900,1,2022
365000000,Kasihan,2,1,79,37,1, SHM ,1300,1,2022
350000000,Sewon,2,1,76,68,1, SHM ,,1,
250000000,Pajangan,2,1,72,36,, SHM ,,,
435000000,Sedayu,3,2,105,45,1, SHM ,1300,1,2022
375000000,Kasihan,2,1,36,92,1, SHM ,1300,1,
930000000,Banguntapan,3,3,104,70,1, SHM ,2200,1,2022
185000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
450000000,Sewon,2,1,85,45,1, SHM ,1300,1,2022
473000000,Sedayu,2,1,91,36,1, SHM ,1300,1,2022
529000000,Banguntapan,3,2,75,45,1, SHM ,1300,1,
895000000,Banguntapan,2,1,96,58,1, SHM ,1300,1,2022
795000000,Sedayu,3,2,110,70,1, SHM ,1300,2,2022
650000000,Sewon,1,,116,45,, SHM ,,,
850000000,Kasihan,5,4,340,250,2,SHM,2200,3,2020
529000000,Banguntapan,3,1,72,45,1, SHM ,1300,1,
135000000,Bantul,2,1,60,30,1, SHM ,1300,1,2022
610000000,Sedayu,3,2,150,100,2,SHM,900,1,2020
1500000000,Banguntapan,4,3,130,182,2, SHM ,3500,2,2021
9500000000,Sewon,4,3,1402,600,6, SHM ,6600,,
550000000,Banguntapan,2,2,87,45,1, SHM ,1300,1,2022
450000000,Kasihan,2,1,95,60,1,SHM,900,1,2022
4500000000,Kasihan,5,3,461,250,, SHM ,,1,
1300000000,Banguntapan,3,3,112,103,, HGB ,2200,,
2490000000,Kasihan,4,3,130,145,1, SHM ,,2,
1200000000,Kasihan,8,6,90,140,1, SHM ,,2,
585000000,Kasihan,3,2,91,55,1, SHM ,1300,1,2022
375000000,Kasihan,2,1,82,45,1, SHM ,1300,1,2022
475000000,Kasihan,3,1,87,60,1, SHM ,900,1,2015
350000000,Kasihan,2,1,75,45,1, SHM ,1300,1,2022
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
1100000000,Sewon,4,1,147,60,, HGB ,1300,1,
1100000000,Banguntapan,3,2,91,100,1, SHM ,2200,2,2022
345000000,Kasihan,2,1,103,36,1, SHM ,1300,1,
950000000,Kasihan,2,2,112,70,1, SHM ,,2,
482000000,Piyungan,2,1,73,40,1, SHM ,1300,1,
482000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
200000000,Banguntapan,4,3,113,140,1, SHM ,4400,2,2022
366000000,Sedayu,2,1,81,36,1, HGB ,1300,1,2022
1090000000,Banguntapan,3,2,109,75,1, SHM ,2200,2,
345000000,Bantul,2,1,73,36,1, SHM ,1300,1,2022
1980000000,Banguntapan,4,2,100,200,2, SHM ,2200,2,
580000000,Sewon,3,2,140,95,1,SHM,1300,1,2023
1900000000,Banguntapan,5,4,130,200,, SHM ,,2,
2500000000,Banguntapan,4,4,170,130,1, SHM ,5500,,
340000000,Kasihan,2,1,120,48,, SHM ,,1,
399000000,Sedayu,2,1,80,36,1, SHM ,1300,1,2021
750000000,Banguntapan,3,2,84,65,1, SHM ,2200,2,2022
199000000,Bambanglipuro,2,1,60,30,1, SHM ,900,1,2022
350000000,Sewon,2,1,75,40,1, SHM ,1300,1,
399000000,Bantul,2,1,110,45,1, SHM ,900,1,2022
1350000000,Banguntapan,3,2,112,86,1, SHM ,1300,,
1400000000,Banguntapan,3,2,106,90,, SHM ,,1,
430000000,Sedayu,2,1,80,50,1,SHM,900,1,2023
500000000,Kasihan,2,1,91,45,1, SHM ,1300,1,2022
435000000,Kasihan,2,1,107,67,, SHM ,900,1,2020
650000000,Kasihan,4,3,210,150,1,SHM,2200,2,2022
500000000,Banguntapan,2,1,83,54,, SHM ,900,1,2017
950000000,Bantul,7,7,150,290,, SHM ,,,2013
365000000,Sedayu,2,1,96,36,1, SHM ,1300,1,2022
5500000000,Bantul,4,5,925,500,1, SHM ,4400,1,
245000000,Bantul,2,1,60,30,1, SHM ,1300,1,2022
5500000000,Kasihan,,,,,,,,,
1100000000,Bantul,3,2,111,75,1, SHM ,1300,1,
460000000,Sedayu,,,,,,,,,
650000000,Banguntapan,2,1,105,70,, SHM ,1300,1,2020
947000000,Bantul,3,2,80,78,1, SHM ,2200,2,
506000000,Banguntapan,3,2,84,62,, SHM ,,,
390000000,Sedayu,2,1,83,40,1, SHM ,1300,1,2022
565000000,Banguntapan,2,1,72,51,1, SHM ,1300,1,2022
1350000000,Banguntapan,4,2,240,300,, SHM ,2200,2,
230000000,Bantul,2,1,60,36,1, SHM ,1300,1,2022
325000000,Bantul,2,1,80,45,1, SHM ,900,1,2022
750000000,Kasihan,2,1,122,54,, SHM ,1300,1,2015
525000000,Sewon,3,2,97,56,3, SHM ,2200,1,2022
350000000,Sedayu,2,1,70,60,, SHM ,1300,2,2020
900000000,Banguntapan,2,1,112,65,1, SHM ,1300,1,
749000000,Banguntapan,3,2,100,85,1, SHM ,,1,
800000000,Kasihan,2,1,70,50,, SHM ,1300,,
1270000000,Banguntapan,3,2,91,100,2, SHM ,2200,2,2022
395000000,Banguntapan,2,1,72,36,1, SHM ,1300,1,
365000000,Banguntapan,2,1,50,40,1, SHM ,900,1,
520000000,Sedayu,2,2,45,112,, SHM ,,1,
530000000,Bantul,3,2,130,90,1,SHM,1300,1,2023
1850000000,Piyungan,4,4,509,200,1, SHM ,2200,2,
299000000,Sedayu,2,1,72,36,1, SHM ,2200,1,2022
385000000,Kasihan,2,1,110,40,1, SHM ,1300,1,2022
364000000,Banguntapan,2,1,50,50,1, SHM ,1300,1,
795000000,Sedayu,3,2,110,70,1, SHM ,1300,2,2022
520000000,Bantul,3,2,130,90,2,SHM,1300,1,2019
600000000,Sewon,3,3,90,130,1, SHM ,1300,2,2017
375000000,Kasihan,2,1,82,45,1, SHM ,1300,1,2022
850000000,Kasihan,5,4,340,250,2,SHM,2200,3,2020
1100000000,Kasihan,3,2,150,110,2, SHM ,900,2,2016
928000000,Kasihan,3,2,80,78,1, SHM ,1300,2,2021
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,
1500000000,Kasihan,4,3,117,110,1, SHM ,1300,2,
500000000,Banguntapan,2,1,105,45,, SHM ,1300,1,2019
495000000,Piyungan,2,2,175,125,1, SHM ,,1,
500000000,Kasihan,2,1,91,45,1, SHM ,1300,1,
180000000,Bantul,1,1,60,40,1,SHM,900,1,2018
750000000,Sedayu,4,3,320,220,2,SHM,2200,2,2019
610000000,Sedayu,3,2,150,100,2,SHM,900,1,2022
150000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,2022
4500000000,Sewon,7,5,701,424,, SHM ,3300,2,2018
500000000,Kasihan,2,1,91,45,1, SHM ,1300,1,
700000000,Bantul,4,3,300,200,2,SHM,2200,2,2021
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
1550000000,Banguntapan,3,3,120,90,1, SHM ,2200,2,2022
700000000,Banguntapan,3,2,84,65,, SHM ,2200,2,2021
1350000000,Banguntapan,3,1,136,120,, SHM ,1300,1,2016
250000000,Pandak,2,1,72,36,1, SHM ,1300,1,2022
285000000,Jetis,2,1,105,45,1, SHM ,1300,1,2022
100000000,Banguntapan,4,2,176,130,1, SHM ,1300,4,
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,
255000000,Pajangan,2,1,60,30,1, SHM ,1300,1,2022
500000000,Banguntapan,6,4,569,241,3, SHM ,4400,2,
450000000,Sewon,2,1,80,45,1, SHM ,1300,1,2022
338000000,Sedayu,3,1,88,45,1, SHM ,1300,1,2022
360000000,Bantul,2,1,83,45,1, SHM ,1300,1,2022
950000000,Sewon,6,4,350,300,3,SHM,3500,3,2022
450000000,Bantul,2,1,68,45,2, SHM ,1300,1,2020
345000000,Bantul,2,1,73,36,1, SHM ,1300,1,2022
890000000,Bantul,6,6,100,75,1, SHM ,1300,2,
890000000,Banguntapan,3,2,104,70,1, SHM ,2200,1,
199000000,Pandak,2,1,72,38,, SHM ,1300,1,2021
1670000000,Kasihan,3,3,106,150,, SHM ,2200,2,2016
325000000,Bantul,,,,,,,,,
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,2021
2500000000,Kasihan,3,3,150,150,1, SHM ,2200,,
3800000000,Banguntapan,4,2,765,250,, SHM ,900,1,2010
585000000,Sedayu,3,2,75,68,, SHM ,1300,1,2022
750000000,Banguntapan,3,2,100,85,, SHM ,,1,
595000000,Kasihan,3,2,83,100,, SHM ,,1,
3500000000,Sewon,5,5,800,600,1, SHM ,2200,1,2018
425000000,Bantul,2,1,92,55,1, SHM ,900,1,2022
3130000000,Bantul,4,4,281,195,1, SHM ,3500,2,2022
230000000,Bantul,2,1,60,36,1, SHM ,1300,1,2022
390000000,Kasihan,2,1,83,45,1, SHM ,1300,1,2022
270000000,Bantul,2,1,74,36,1, SHM ,1300,1,2022
800000000,Sewon,4,3,300,200,2,SHM,2200,2,2022
950000000,Sewon,6,4,350,300,3,SHM,3500,3,2022
665000000,Plered,3,2,125,80,1, SHM ,1300,1,2022
974000000,Sedayu,3,3,86,120,1, SHM ,2200,3,2022
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,2022
350000000,Kasihan,2,1,75,45,1, SHM ,1300,1,
850000000,Sewon,4,3,133,110,1, SHM ,2200,2,
550000000,Kasihan,2,1,99,60,, HGB ,1300,1,2018
570000000,Sedayu,3,2,150,100,2,SHM,1300,2,2023
805000000,Banguntapan,3,2,88,76,, SHM ,2200,2,2022
175000000,Bantul,2,1,60,30,, SHM ,,,
390000000,Plered,2,1,96,40,1, SHM ,,1,
590000000,Sedayu,3,2,150,100,1,SHM,900,1,2022
482000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
375000000,Kasihan,2,1,82,45,1, SHM ,1300,1,2022
800000000,Kasihan,6,6,636,725,1,,2200,2,
1550000000,Kasihan,4,2,105,200,1, HGB ,7700,2,2015
195000000,Bantul,2,1,60,30,1, SHM ,1300,1,2022
1980000000,Banguntapan,,,100,200,, SHM ,,1,
550000000,Imogiri,2,1,88,60,1, SHM ,2200,1,2015
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
898000000,Jetis,3,3,177,85,2, SHM ,1300,1,2020
720000000,Sedayu,4,3,200,150,2,SHM,2200,2,2022
100000000,Banguntapan,4,3,115,100,1, SHM ,2200,1,
